well_id,depth_to_m,lithology,colour,texture
SAGAR008,30.0,Basalt highly weathered,yellow,coarse
SAGAR009-PZ,3.0,Clay,black,fine
SAGAR009-PZ,5.0,Basalt weathered,greyish black,fine
SAGAR009-PZ,7.7,Basalt hard,greyish black,fine
SAGAR009-PZ,13.7,Basalt hard,greyish black,fine
SAGAR009-PZ,19.7,Basalt highly weathered,greyish black,fine
SAGAR009-PZ,26.25,Basalt hard,greyish black,fine
SAGAR011-PZ,4.5,Clay,yellowish brown,fine
SAGAR011-PZ,10.8,Shale,grey,fine
SAGAR011-PZ,30.0,Limestone,grey,fine
SAGAR012-PZ,4.5,Clay,black,fine
SAGAR012-PZ,12.0,Clay,yellow,fine
SAGAR012-PZ,18.0,Gravel with thin clay,black,fine to medium
SAGAR012-PZ,24.0,Clay,black,fine
SAGAR012-PZ,26.0,Basalt weathered,grey,coarse
SAGAR012-PZ,30.0,Basalt weathered,grey,fine
SAGAR013-PZ,4.5,Clay,black,fine
SAGAR013-PZ,10.5,Clay,greyish black,fine
SAGAR013-PZ,14.5,Basalt weathered,greyish black,coarse
SAGAR013-PZ,21.0,Basalt highly weathered,greyish black,fine
SAGAR013-PZ,24.0,Basalt weathered,greyish black,coarse
SAGAR013-PZ,30.0,Basalt highly weathered,black,fine
SAGAR014-PZ,5.5,Clay,yellow,fine to medium
SAGAR014-PZ,11.0,Basalt weathered,greyish black,fine
SAGAR014-PZ,16.0,Basalt hard,grey,fine
SAGAR014-PZ,22.0,Basalt weathered,greyish black,fine
SAGAR014-PZ,27.0,Basalt hard,grey,fine
SAGAR014-PZ,33.0,Basalt hard,grey,fine
SAGAR014-PZ,38.5,Basalt weathered,greyish black,fine
SAGAR014-PZ,43.0,Basalt hard,grey,fine to medium
SAGAR014-PZ,45.0,Clay,black,fine
SAGAR015-PZ,6.0,Clay,yellow,coarse
SAGAR015-PZ,18.0,Basalt weathered,grey,fine to medium
SAGAR015-PZ,24.0,Basalt weathered,grey,coarse
SAGAR015-PZ,52.0,Basalt hard,greyish black,fine
SAGAR015-PZ,54.8,Basalt weathered,grey,coarse
SAGAR015-PZ,65.8,Basalt hard,grey,fine
SAGAR015-PZ,77.0,Basalt hard,grey,fine
SAGAR015-PZ,82.0,Sandstone weathered,reddish brown,fine to medium
SAGAR015-PZ,90.0,Sandstone hard,reddish brown,fine
CHHAT001-OW,11.0,Topsoil,black,fine
CHHAT001-OW,12.15,Granite fractured,grey,hard
CHHAT002-OW,10.0,Topsoil,black,fine
CHHAT002-OW,15.05,Granite fractured,grey,hard
CHHAT003-OW,8.8,Topsoil,black,fine
CHHAT003-OW,13.78,Granite fractured,greyish black,hard
CHHAT004-OW,18.0,sandy soil,yellowish brown,fine
CHHAT004-OW,19.1,Granite fractured,greyish black,hard
CHHAT005-OW,10.55,Topsoil,brown,fine
CHHAT006-OW,11.35,Topsoil,black,fine
CHHAT006-OW,13.35,Granite weathered,greyish black,hard
CHHAT007-OW,10.5,Topsoil,dull brown,fine
CHHAT007-OW,11.0,Granite weathered,greyish black,hard
CHHAT008-OW,5.0,Granite weathered,greyish black,hard
CHHAT008-OW,11.95,Topsoil,brown,fine
CHHAT010-OW,4.0,Topsoil,dull brown,fine
CHHAT010-OW,10.65,Granite fractured,greyish black,hard
CHHAT011-OW,10.45,Topsoil,reddish brown,fine
CHHAT011-OW,12.55,Granite weathered/fractured,reddish brown,hard
CHHAT012-OW,5.0,Topsoil,black,fine
CHHAT012-OW,9.15,Granite fractured,greyish black,hard
CHHAT013-OW,8.0,Topsoil,black,fine
CHHAT013-OW,10.5,Granite fractured,reddish brown,hard
CHHAT014-OW,3.0,Topsoil,black,fine
CHHAT014-OW,7.0,Granite highly weathered,greyish black,coarse to very coarse
CHHAT014-OW,11.25,Granite fractured,grey,hard
CHHAT015-OW,4.0,Topsoil,red,fine
CHHAT015-OW,13.85,Granite highly weathered,greyish black,fine to medium
CHHAT016-OW,10.0,Topsoil,black,fine
CHHAT016-OW,15.3,Granite fractured,greyish black,hard
CHHAT017-OW,5.77,Topsoil,black,fine
CHHAT017-OW,9.48,Granite fractured,greyish black,hard
CHHAT018-OW,9.52,Topsoil,black,fine
CHHAT018-OW,12.05,Granite fractured,greyish black,hard
CHHAT019-OW,7.3,Topsoil,black,fine
CHHAT019-OW,9.0,Granite weathered,light brown,coarse to very coarse
CHHAT019-OW,14.95,Granite fractured,greyish black,hard
CHHAT020-OW,6.75,Topsoil,black,fine
CHHAT020-OW,9.25,Granite fractured,greyish black,hard
CHHAT021-OW,4.72,Topsoil,yellowish brown,fine
CHHAT021-OW,7.0,Granite highly weathered,light brown,coarse to very coarse
CHHAT021-OW,8.2,Granite,reddish brown,hard
CHHAT022-OW,10.8,Topsoil,black,fine
CHHAT022-OW,16.2,Granite fractured,greyish black,hard
CHHAT023-OW,7.95,Topsoil,black,fine
CHHAT023-OW,9.73,Granite fractured,greyish black,hard
CHHAT024-OW,8.58,Topsoil,black,fine
CHHAT024-OW,11.6,Granite fractured,reddish brown,hard
CHHAT025-OW,5.1,Topsoil,black,fine
CHHAT025-OW,11.85,Granite fractured,greyish black,hard
CHHAT026-OW,8.0,Topsoil,reddish brown,fine
CHHAT026-OW,12.75,Granite fractured,reddish brown,gravel
CHHAT027-OW,4.1,Topsoil,black,fine
CHHAT027-OW,8.1,Granite weathered/fractured,light brown,hard
CHHAT028-OW,6.5,Topsoil,black,fine
CHHAT028-OW,10.6,Granite fractured,greyish black,hard
CHHAT029-OW,7.0,Topsoil,black,fine
CHHAT029-OW,11.55,Granite,greyish black,hard
CHHAT030-OW,7.4,Topsoil,black,fine
CHHAT030-OW,9.9,Granite fractured,greyish black,hard
CHHAT032-OW,3.37,Topsoil,black,fine
CHHAT032-OW,9.5,Granite fractured,greyish black,hard
CHHAT033A-OW,4.75,Topsoil,black,fine
CHHAT033A-OW,9.75,Granite fractured,greyish black,coarse to very coarse
CHHAT034-OW,2.95,Topsoil,black,fine
CHHAT034-OW,5.95,Granite highly weathered,greyish black,
CHHAT034-OW,11.66,Granite fractured,grey,hard
CHHAT035-OW,5.0,Topsoil,black,fine
CHHAT035-OW,7.75,Granite fractured,greyish black,hard
CHHAT036-OW,4.0,Topsoil,black,fine
CHHAT036-OW,6.5,Granite fractured,greyish black,gravel
CHHAT037-OW,4.67,Topsoil,reddish brown,fine to medium
CHHAT037-OW,10.85,Granite fractured,reddish brown,hard
CHHAT038-OW,12.4,Sand,dull brown,fine
CHHAT038-OW,13.25,Sandstone weathered,light brown,coarse to very coarse
CHHAT039-OW,7.25,Topsoil,black,fine
CHHAT039-OW,10.81,Granite fractured,greyish black,hard
CHHAT040-OW,4.9,Topsoil,black,fine
CHHAT040-OW,7.5,Granite highly weathered,dull brown,coarse to very coarse
CHHAT040-OW,13.55,Granite fractured,reddish brown,hard
CHHAT041-OW,10.86,Topsoil,black,fine
CHHAT041-OW,13.0,Granite fractured,reddish brown,hard
CHHAT041-OW,13.85,Granite,light brown,hard
CHHAT042-OW,11.15,Sand,reddish brown,fine to medium
CHHAT042-OW,13.64,Sandstone fractured,red,medium to coarse
CHHAT043-OW,4.91,Sand,yellowish brown,fine to medium
CHHAT043-OW,8.98,Sandstone hard,reddish brown,hard
CHHAT044-OW,3.1,Topsoil,black,fine
CHHAT044-OW,6.7,Gneiss weathered/fractured,black,hard
CHHAT045-OW,3.0,Sand,reddish brown,fine to medium
CHHAT045-OW,9.15,Sandstone hard,light brown,medium to coarse
CHHAT046-OW,3.1,Sand,reddish brown,fine to medium
CHHAT046-OW,6.7,Sandstone fractured,reddish brown,medium
CHHAT047-OW,1.5,Sand,light brown,fine
CHHAT047-OW,7.1,Sandstone hard,reddish brown,fine to medium
CHHAT048-OW,1.82,Topsoil,greyish black,fine
CHHAT048-OW,6.1,Limestone hard,grey,fine to medium
CHHAT049-OW,5.05,Topsoil,reddish brown,fine
CHHAT049-OW,6.5,Sandstone highly weathered,light brown,coarse to very coarse
CHHAT049-OW,15.69,Limestone hard,greyish black,fine to medium
CHHAT050-OW,4.27,Topsoil,reddish brown,fine
CHHAT050-OW,7.6,Sandstone fractured,reddish brown,medium to coarse
CHHAT051-OW,8.2,Topsoil,light brown,fine
CHHAT051-OW,13.4,Granite fractured,greyish black,gravel
CHHAT052-OW,8.4,Topsoil,black,fine
CHHAT052-OW,10.6,Granite fractured,greyish black,hard
CHHAT053-OW,5.05,Topsoil,black,fine
CHHAT053-OW,9.0,Granite fractured,greyish black,medium
CHHAT053-OW,10.1,Granite hard,grey,hard
CHHAT054-OW,4.5,Topsoil,black,fine
CHHAT054-OW,7.72,Granite fractured,greyish black,hard
CHHAT054-OW,8.52,Granite hard,grey,hard
CHHAT055-OW,8.0,Topsoil,black,fine
CHHAT055-OW,13.2,Granite fractured,greyish black,hard
CHHAT056-OW,7.0,Topsoil,reddish brown,fine
CHHAT056-OW,14.05,Granite fractured,reddish brown,hard
CHHAT057-OW,8.35,Topsoil,black,fine
CHHAT057-OW,11.75,Granite fractured,greyish black,coarse to very coarse
CHHAT057-OW,14.8,Granite,grey,gravel
CHHAT058-OW,7.2,Topsoil,black,fine
CHHAT058-OW,10.55,Granite fractured,greyish black,hard
CHHAT058-OW,13.95,Granite,grey,hard
CHHAT059-OW,6.0,Topsoil,black,fine
CHHAT059-OW,9.0,Granite weathered,greyish black,coarse
CHHAT059-OW,13.85,Granite fractured,grey,hard
CHHAT060-OW,6.0,Topsoil,black,fine
CHHAT060-OW,10.1,Granite weathered,greyish black,coarse to very coarse
CHHAT060-OW,11.6,Granite hard,grey,hard
CHHAT061-OW,6.0,Topsoil,black,fine
CHHAT061-OW,9.2,Granite weathered,greyish black,coarse to very coarse
CHHAT061-OW,11.9,Granite hard,grey,hard
CHHAT062-OW,4.0,Topsoil,black,fine
CHHAT062-OW,6.05,Gneiss highly weathered,greyish black,coarse to very coarse
CHHAT062-OW,8.1,Granite,grey,gravel
CHHAT063-OW,7.0,Topsoil,black,fine
CHHAT063-OW,9.75,Granite weathered,greyish black,coarse to very coarse
CHHAT063-OW,11.6,Granite,grey,hard
CHHAT064-OW,5.0,Topsoil,black,fine
CHHAT064-OW,7.9,Granite fractured,greyish black,coarse to very coarse
CHHAT065-OW,5.2,Topsoil,black,fine
CHHAT065-OW,7.45,Granite highly weathered,greyish black,coarse to very coarse
CHHAT065-OW,12.05,Granite,grey,gravel
CHHAT066-OW,7.0,Topsoil,black,fine
CHHAT066-OW,10.4,Granite weathered,greyish black,coarse
CHHAT067-OW,8.1,Topsoil,black,fine
CHHAT067-OW,10.65,Granite weathered,greyish black,coarse to very coarse
CHHAT067-OW,12.2,Granite hard,grey,hard
CHHAT068-OW,9.0,Topsoil,black,fine
CHHAT068-OW,12.25,Granite weathered,greyish black,coarse to very coarse
CHHAT068-OW,14.4,Granite hard,grey,hard
CHHAT069-OW,5.5,Topsoil,black,fine
CHHAT069-OW,6.8,Granite highly weathered,greyish black,coarse to very coarse
CHHAT069-OW,8.9,Granite,grey,hard
CHHAT070-OW,6.25,Topsoil,black,fine
CHHAT070-OW,8.35,Granite fractured,greyish black,coarse to very coarse
CHHAT070-OW,9.9,Granite hard,grey,gravel
CHHAT071-OW,6.1,Topsoil,red,fine
CHHAT071-OW,8.6,Granite weathered,reddish brown,coarse to very coarse
CHHAT071-OW,11.7,Granite hard,light brown,hard
CHHAT072-OW,5.9,Topsoil,black,fine
CHHAT072-OW,7.85,Granite highly weathered,greyish black,coarse to very coarse
CHHAT072-OW,8.7,Granite fractured,grey,hard
CHHAT073-OW,11.45,Topsoil,reddish brown,fine
CHHAT073-OW,14.65,Granite weathered,light brown,hard
CHHAT073-OW,15.7,Granite,light brown,hard
CHHAT074-OW,8.35,Topsoil,black,fine
CHHAT074-OW,11.4,Granite weathered,greyish black,coarse to very coarse
CHHAT074-OW,13.7,Granite,grey,hard
CHHAT075-OW,9.11,Topsoil,black,fine
CHHAT075-OW,12.21,Granite weathered,greyish black,coarse to very coarse
CHHAT075-OW,13.51,Granite,grey,hard
CHHAT076-OW,6.35,Topsoil,black,fine
CHHAT076-OW,8.5,Granite highly weathered,greyish black,coarse to very coarse
CHHAT076-OW,14.7,Granite,grey,hard
CHHAT077-OW,5.6,Topsoil,black,fine
CHHAT077-OW,8.45,Granite highly weathered,greyish black,coarse to very coarse
CHHAT077-OW,10.5,Granite,grey,fine to medium
CHHAT078-OW,7.15,Topsoil,black,fine
CHHAT078-OW,8.2,Granite hard,greyish black,
CHHAT078-OW,9.3,Granite,grey,hard
CHHAT079-OW,8.05,Topsoil,black,fine
CHHAT079-OW,10.05,Granite fractured,greyish black,coarse
CHHAT079-OW,11.5,Sandstone hard,red,fine to medium
CHHAT080-OW,8.8,Topsoil,black,fine
CHHAT080-OW,11.9,Granite weathered,grey,coarse to very coarse
CHHAT081-OW,7.12,Topsoil,black,fine
CHHAT081-OW,8.87,Granite highly weathered,dull brown,coarse to very coarse
CHHAT081-OW,9.4,Granite,reddish brown,hard
CHHAT082-OW,6.3,Topsoil,black,fine
CHHAT082-OW,8.75,Granite weathered,greyish black,coarse to very coarse
CHHAT082-OW,9.9,Granite hard,grey,hard
CHHAT083A-OW,4.1,Topsoil,black,fine
CHHAT083A-OW,8.5,Granite highly weathered,greyish black,coarse to very coarse
CHHAT083A-OW,11.0,Granite,grey,hard
CHHAT084-OW,7.05,Topsoil,black,fine
CHHAT084-OW,8.8,Granite weathered,greyish black,coarse to very coarse
CHHAT084-OW,11.3,Granite hard,grey,hard
CHHAT085-OW,5.0,Topsoil,black,fine
CHHAT085-OW,6.55,Granite weathered,greyish black,coarse to very coarse
CHHAT085-OW,12.6,Granite hard,grey,hard
CHHAT086-OW,8.0,Topsoil,black,fine
CHHAT086-OW,13.4,Granite weathered,greyish black,coarse to very coarse
CHHAT086-OW,14.7,Granite hard,grey,hard
CHHAT087-OW,7.2,Topsoil,black,fine
CHHAT087-OW,9.95,Granite weathered,greyish black,coarse to very coarse
CHHAT087-OW,10.8,Granite hard,grey,hard
CHHAT089-OW,4.5,Topsoil,black,fine
CHHAT089-OW,6.55,Granite highly weathered,greyish black,coarse to very coarse
CHHAT089-OW,8.1,Granite,grey,hard
CHHAT09-OW,12.45,Topsoil,black,fine
CHHAT09-OW,13.9,Granite hard,reddish brown,hard
CHHAT090-OW,7.35,Topsoil,black,fine
CHHAT090-OW,9.5,Granite weathered,greyish black,coarse to very coarse
CHHAT090-OW,12.0,Granite fractured,grey,hard
CHHAT091-OW,6.05,Topsoil,black,fine
CHHAT091-OW,7.53,Granite highly weathered,greyish black,coarse
CHHAT091-OW,9.4,Granite fractured,grey,hard
CHHAT092-OW,7.0,Topsoil,black,fine
CHHAT092-OW,9.4,Granite fractured,grey,hard
CHHAT093-OW,7.0,Topsoil,black,fine
CHHAT093-OW,9.3,Granite fractured,grey,gravel
CHHAT094-OW,7.0,Topsoil,black,fine
CHHAT094-OW,15.25,Granite weathered,grey,gravel
CHHAT095-OW,6.5,Topsoil,black,fine
CHHAT095-OW,11.05,Granite fractured,greyish black,hard
CHHAT096-OW,7.0,Topsoil,black,fine
CHHAT096-OW,9.6,Granite fractured,greyish black,hard
CHHAT097-OW,8.0,Topsoil,black,fine
CHHAT097-OW,15.0,Granite fractured,greyish black,hard
CHHAT098-OW,8.0,Topsoil,black,fine
CHHAT098-OW,11.55,Granite fractured,greyish black,hard
CHHAT099-OW,8.0,Topsoil,black,fine
CHHAT099-OW,12.4,Granite fractured,greyish black,hard
CHHAT100-OW,6.0,Topsoil,black,fine
CHHAT100-OW,8.8,Granite,greyish black,hard
CHHAT101-OW,2.0,Clay,greyish black,coarse
CHHAT101-OW,11.4,Gneiss highly weathered,dull brown,fine
CHHATO31-OW,4.0,Topsoil,black,fine
CHHATO31-OW,7.0,Granite highly weathered,greyish black,coarse to very coarse
CHHATO31-OW,9.4,Granite fractured,grey,hard
BPL-PZ-01,2.0,Topsoil,black,coarse
BPL-PZ-01,21.9,Clay,greyish black,fine
BPL-PZ-01,22.9,Sandstone,reddish brown,medium to coarse
BPL-PZ-01,32.0,Sandstone,reddish brown,hard
BPL-PZ-01,38.0,Sandstone,brown,hard
BPL-PZ-02,2.0,Topsoil,black,coarse
BPL-PZ-02,7.0,Clay,yellow,fine
BPL-PZ-02,11.0,Basalt weathered,black,fine to medium
BPL-PZ-02,15.0,Basalt vesicular,black,medium
BPL-PZ-02,30.0,Basalt hard,black,hard
BPL-PZ-03,3.0,Topsoil,black,coarse
BPL-PZ-03,14.0,Clay,yellowish brown,fine
BPL-PZ-03,15.0,Basalt highly weathered,greyish black,fine to medium
BPL-PZ-03,21.0,Basalt,black,hard
BPL-PZ-03,30.0,Basalt weathered,black,hard
BPL-PZ-04,3.0,Topsoil,black,coarse
BPL-PZ-04,16.0,Clay,yellowish brown,fine
BPL-PZ-04,17.0,Basalt weathered,greyish black,medium to coarse
BPL-PZ-04,23.0,Basalt vesicular,greyish black,hard
BPL-PZ-04,30.0,Basalt hard,black,hard
BPL-PZ-05,2.0,Topsoil,black,coarse
BPL-PZ-05,11.2,Clay,yellowish brown,fine
BPL-PZ-05,12.2,Basalt weathered,black,medium to coarse
BPL-PZ-05,17.2,Basalt weathered,black,medium to coarse
BPL-PZ-05,23.2,Basalt vesicular,black,medium to coarse
BPL-PZ-05,30.0,Basalt hard,black,hard
BPL-PZ-06,2.0,Topsoil,black,coarse
BPL-PZ-06,10.6,Clay,grey,fine
BPL-PZ-06,13.6,Basalt weathered,greyish black,fine to medium
BPL-PZ-06,30.0,Basalt hard,black,medium to coarse
BPL-PZ-07,3.0,Topsoil,black,coarse
BPL-PZ-07,6.0,Basalt weathered,greyish black,fine
BPL-PZ-07,7.0,Clay,dull brown,fine to medium
BPL-PZ-07,10.0,Basalt highly weathered,greyish black,coarse
BPL-PZ-07,20.0,Basalt vesicular,black,medium to coarse
BPL-PZ-07,23.0,Basalt weathered,black,coarse
BPL-PZ-07,30.0,Basalt hard,black,coarse
BPL-PZ-08,3.0,Topsoil,black,coarse
BPL-PZ-08,10.5,Clay,greyish black,fine to medium
BPL-PZ-08,15.5,Basalt weathered,black,fine to medium
BPL-PZ-08,18.5,Basalt vesicular,black,coarse
BPL-PZ-08,30.0,Basalt hard,black,hard
BPL-PZ-09,3.0,Topsoil,black,coarse
BPL-PZ-09,13.7,Clay,yellowish brown,fine
BPL-PZ-09,14.7,Basalt highly weathered,greyish black,fine to medium
BPL-PZ-09,25.0,Basalt weathered/fractured,greyish black,medium to coarse
BPL-PZ-09,30.0,Basalt hard,black,hard
BPL-PZ-10,2.0,Topsoil,black,coarse
BPL-PZ-10,7.0,Clay,yellowish brown,fine to medium
BPL-PZ-10,27.0,Clay with interbeds of sand,reddish brown,fine to medium
BPL-PZ-10,28.0,Sandstone weathered,reddish brown,medium to coarse
BPL-PZ-10,30.0,Sandstone,red,hard
BPL-PZ-11,3.5,Topsoil,black,coarse
BPL-PZ-11,9.0,Clay,yellowish brown,fine
BPL-PZ-11,21.0,Clay hard,reddish brown,fine to medium
BPL-PZ-11,22.0,Basalt weathered,greyish black,medium to coarse
BPL-PZ-11,30.0,Basalt hard,black,hard
BPL-PZ-12,2.0,Topsoil,black,coarse
BPL-PZ-12,22.0,Sandstone,reddish brown,medium to coarse
BPL-PZ-12,23.0,Sandstone weathered,dull brown,medium to coarse
BPL-PZ-12,30.0,Sandstone,grey,hard
TKM001-OW,2.5,Topsoil,brown,fine to medium
TKM001-OW,10.1,Granite highly weathered,dull brown,coarse to very coarse
TKM001-OW,13.6,Granite fractured,greyish black,coarse to very coarse
TKM002-OW,3.0,Topsoil,dull brown,fine to medium
TKM002-OW,9.6,Granite highly weathered,greyish black,fine to medium
TKM003-OW,3.0,Topsoil,brown,fine
TKM003-OW,15.3,Granite highly weathered,greyish black,coarse to very coarse
TKM003-OW,17.35,Granite fractured,reddish brown,hard
TKM004-OW,3.0,Topsoil,brown,fine
TKM004-OW,8.5,Granite highly weathered,dull brown,gravel
TKM004-OW,11.9,Granite fractured,greyish black,hard
TKM005-OW,2.0,Topsoil,dull brown,fine
TKM005-OW,7.3,Granite highly weathered,reddish brown,coarse to very coarse
TKM005-OW,10.55,Granite fractured,greyish black,hard
TKM006-OW,2.0,Topsoil,brown,fine to medium
TKM006-OW,6.5,Granite highly weathered,greyish black,medium to coarse
TKM006-OW,8.5,Granite fractured,greyish black,hard
TKM007-OW,4.0,Topsoil,brown,fine
TKM007-OW,10.65,Granite highly weathered,greyish black,coarse to very coarse
TKM007-OW,12.9,Granite fractured,grey,hard
TKM008-OW,3.0,Topsoil,dull brown,fine
TKM008-OW,9.75,Granite weathered,greyish black,coarse to very coarse
TKM008-OW,11.15,Granite,greyish black,hard
TKM009-OW,2.0,Topsoil,dull brown,fine
TKM009-OW,11.65,Granite highly weathered,greyish black,medium
TKM009-OW,15.5,Granite fractured,grey,hard
TKM010-OW,7.7,Granite highly weathered,greyish black,fine to medium
TKM010-OW,8.15,Granite fractured,grey,hard
TKM011-OW,2.5,Topsoil,dull brown,fine
TKM011-OW,6.6,Granite highly weathered,greyish black,fine to medium
TKM012-OW,2.5,Topsoil,dull brown,fine
TKM012-OW,7.85,Granite highly weathered,greyish black,fine to medium
TKM012-OW,9.35,Granite fractured,grey,hard
TKM013-OW,2.5,Topsoil,dull brown,fine
TKM013-OW,10.85,Granite highly weathered,greyish black,medium
TKM013-OW,13.1,Granite fractured,grey,hard
TKM014A-OW,6.9,Topsoil,dull brown,fine
TKM014A-OW,13.3,Granite highly weathered,greyish black,hard
TKM015-OW,3.0,Topsoil,dull brown,fine
TKM015-OW,8.0,Granite highly weathered,greyish black,fine to medium
TKM015-OW,11.3,Granite fractured,greyish black,hard
TKM016A-OW,9.8,Topsoil,dull brown,fine
TKM016A-OW,16.7,Granite highly weathered,greyish black,coarse to very coarse
TKM017-OW,2.0,Topsoil,dull brown,fine
TKM017-OW,8.3,Granite highly weathered,greyish black,gravel
TKM017-OW,10.4,Granite fractured,grey,hard
TKM018-OW,3.0,Topsoil,black,fine
TKM018-OW,6.0,Granite highly weathered,greyish black,fine to medium
TKM018-OW,9.3,Granite fractured,grey,hard
TKM019-OW,3.2,Topsoil,black,fine
TKM019-OW,10.9,Granite highly weathered,greyish black,fine to medium
TKM019-OW,13.75,Granite fractured,greyish black,hard
TKM020-OW,1.5,Topsoil,black,fine
TKM020-OW,8.1,Granite highly weathered,greyish black,coarse to very coarse
TKM021-OW,4.0,Topsoil,black,fine
TKM021-OW,7.0,Granite highly weathered,greyish black,fine to medium
TKM021-OW,9.0,Granite fractured,grey,gravel
TKM022A-OW,3.3,Topsoil,black,fine
TKM022A-OW,8.0,Gneiss highly weathered,greyish black,fine to medium
TKM023-OW,3.0,Topsoil,black,fine
TKM023-OW,7.1,Granite highly weathered,greyish black,fine to medium
TKM023-OW,8.6,Granite fractured,grey,hard
TKM024-OW,2.0,Topsoil,black,fine
TKM024-OW,7.9,Granite highly weathered,greyish black,fine to medium
TKM024-OW,9.45,Granite fractured,grey,hard
TKM025-OW,3.0,Topsoil,black,fine
TKM025-OW,9.0,Granite highly weathered,greyish black,fine to medium
TKM025-OW,12.45,Granite fractured,grey,hard
TKM026A-OW,4.5,Topsoil,black,fine
TKM026A-OW,7.15,Granite highly weathered,greyish black,fine to medium
TKM027A-OW,2.5,Topsoil,black,fine
TKM027A-OW,8.2,Granite highly weathered,greyish black,fine to medium
TKM027A-OW,9.9,Granite fractured,grey,hard
TKM028-OW,2.0,Topsoil,black,fine
TKM028-OW,4.8,Granite highly weathered,greyish black,coarse to very coarse
TKM028-OW,5.5,Granite fractured,grey,hard
TKM029-OW,2.2,Topsoil,black,fine
TKM029-OW,7.2,Granite highly weathered,greyish black,coarse to very coarse
TKM030-OW,3.0,Topsoil,black,fine
TKM030-OW,9.0,Granite highly weathered,greyish black,coarse to very coarse
TKM030-OW,10.8,Granite fractured,grey,hard
TKM031-OW,2.45,Topsoil,black,fine
TKM031-OW,6.0,Granite highly weathered,greyish black,coarse to very coarse
TKM031-OW,7.4,Granite fractured,grey,hard
TKM032-OW,2.0,Topsoil,black,fine
TKM032-OW,6.8,Granite highly weathered,greyish black,fine to medium
TKM032-OW,7.4,Granite fractured,grey,hard
TKM033A-OW,2.2,Topsoil,black,fine
TKM033A-OW,6.5,Granite highly weathered,greyish black,coarse to very coarse
TKM033A-OW,9.0,Granite fractured,grey,hard
TKM034-OW,1.0,Topsoil,black,fine
TKM034-OW,7.0,Granite highly weathered,greyish black,coarse to very coarse
TKM034-OW,8.3,Granite fractured,grey,hard
TKM035-OW,3.0,Topsoil,black,fine
TKM035-OW,4.1,Granite highly weathered,greyish black,coarse to very coarse
TKM035-OW,6.0,Granite fractured,grey,hard
TKM036-OW,5.1,Topsoil,black,fine
TKM036-OW,8.9,Granite highly weathered,greyish black,coarse
TKM036-OW,11.7,Granite fractured,grey,hard
TKM037-OW,2.0,Topsoil,black,fine
TKM037-OW,8.1,Granite highly weathered,greyish black,coarse to very coarse
TKM037-OW,11.7,Granite fractured,grey,hard
TKM038-OW,1.5,Topsoil,black,fine
TKM038-OW,5.0,Granite highly weathered,greyish black,coarse to very coarse
TKM038-OW,13.8,Granite fractured,grey,hard
TKM039-OW,1.5,Topsoil,black,coarse to very coarse
TKM039-OW,10.45,Granite highly weathered,greyish black,coarse to very coarse
