Well No,Well Type,District,Tahsil / Taluk,Block / Mandal,Village,Northing,Easting,Elevation of Ground Level,Aquifer Zone,Command Area,Coord Validated,geology_type,aquifer_classification
SGWL119-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Kishanpur,25.955278,78.164167,219.8,,,False,Vindhyan,Weathered
SGWL120-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Khedi Dabaria Chak,25.956944,78.168889,220.2,,,False,Vindhyan,Weathered
SGWL121-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Shekhupura,25.910278,78.150278,208.9,,,False,Vindhyan,Weathered
SGWL122-OW,Observation Well,Unknown,Bhitarwar,Bhitarwar,Pairagaon,25.916111,78.164722,217.6,,,False,Vindhyan,Weathered
SIND001-OW,Observation Well,Indore,Mhow,Mhow,Yashwant Nagar,22.452222,75.661111,573.465,,,True,Basalt,Weathered
SIND-001-PZ,Piezometer,Indore,Depalpur,Depalpur,Agra,22.816667,75.643333,532.1,,,True,Basalt,Weathered
SIND-002-PZ,Piezometer,Indore,Depalpur,Depalpur,Ushapura,22.807778,75.684722,523.65,,,True,Basalt,Weathered
SIND-003-PZ,Piezometer,Indore,Depalpur,Depalpur,Mirzapur,22.828056,75.682778,578.25,,,True,Basalt,Fractured
SIND-004-A-PZ,Piezometer,Indore,Depalpur,Depalpur,Mendakwas-a,22.952778,75.530833,506.1,,,True,Basalt,Weathered
SIND-004-B-PZ,Piezometer,Indore,Depalpur,Depalpur,Mendakwas-b,22.952778,75.530833,506.0,,,True,Basalt,Fractured
SIND-004-C-PZ,Piezometer,Indore,Depalpur,Depalpur,Mendakwas-c,22.952778,75.530833,506.2,,,True,Basalt,Fractured
SIND-005-PZ,Piezometer,Indore,Depalpur,Depalpur,Methwada,22.657222,75.555278,533.0,,,True,Basalt,Fractured
SIND-006-PZ,Piezometer,Indore,Mhow,Mhow,Thawlai,22.528333,75.654167,559.15,,,True,Basalt,Fractured
SIND007-OW,Observation Well,Indore,Mhow,Mhow,Pigdamber,22.619167,75.795833,602.66,,,True,Basalt,Weathered
SIND-007-PZ,Piezometer,Indore,Mhow,Mhow,Sutarkhedi,22.554167,75.790278,568.13,,,True,Basalt,Fractured
SIND-008-PZ,Piezometer,Indore,Sanwer,Sanwer,Panchola,22.9925,75.7825,568.13,,,True,Basalt,Fractured
SIND-009-PZ,Piezometer,Indore,Sanwer,Sanwer,Chandrawatiganj,22.983333,75.675,511.0,,,True,Basalt,Fractured
SIND-010-PZ,Piezometer,Indore,Sanwer,Sanwer,Balriya,23.008333,75.733611,516.0,,,True,Basalt,Fractured
SIND-011-PZ,Piezometer,Indore,Sanwer,Sanwer,Dayakheda,22.956111,75.749167,520.0,,,True,Basalt,Fractured
SIND-012-PZ,Piezometer,Indore,Sanwer,Sanwer,Keshripura,22.966667,75.820833,508.0,,,True,Basalt,Fractured
SIND-013-PZ,Piezometer,Indore,Sanwer,Sanwer,Tarana,22.560833,75.853056,514.0,,,True,Basalt,Fractured
SIND014-OW,Observation Well,Indore,Indore,Indore,Rau,23.565556,75.818889,604.07,,,False,Basalt,Weathered
SIND-014-PZ,Piezometer,Indore,Sanwer,Sanwer,Siloda Bujurg,22.912778,75.852222,514.0,,,True,Basalt,Fractured
SIND-015-PZ,Piezometer,Indore,Sanwer,Sanwer,Alwasa,22.820833,75.827222,541.0,,,True,Basalt,Fractured
SIND-016-PZ,Piezometer,Indore,Sanwer,Sanwer,Barlai,22.9,75.954167,420.0,,,True,Basalt,Fractured
SIND017-OW,Observation Well,Indore,Indore,Indore,Khajrana,22.735833,75.914722,550.47,,,True,Basalt,Weathered
SIND-017-PZ,Piezometer,Indore,Sanwer,Sanwer,Dakachiya,22.858889,75.958611,526.24,,,True,Basalt,Fractured
SIND-018-PZ,Piezometer,Indore,Sanwer,Sanwer,Mangliya,22.815,75.929444,538.38,,,True,Basalt,Fractured
SIND-019-A-PZ,Piezometer,Indore,Indore,Indore,Bagamkhedi A,22.740556,75.989167,541.89,,,True,Basalt,Fractured
SIND-019-B-PZ,Piezometer,Indore,Indore,Indore,Begamkhedi B,22.740556,75.989167,542.11,,,True,Basalt,Fractured
SIND-019-C-PZ,Piezometer,Indore,Indore,Indore,Begamkhedi C,22.740556,75.989167,541.86,,,True,Basalt,Fractured
SIND-020-PZ,Piezometer,Indore,Indore,Indore,Kajipalasiya,22.679722,76.029444,538.73,,,True,Basalt,Fractured
SIND021-OW,Observation Well,Indore,Indore,Indore,Budhaniya,22.775556,75.7675,550.785,,,True,Basalt,Weathered
SIND-021-PZ,Piezometer,Indore,Indore,Indore,Dhamnay,22.661111,76.001389,556.76,,,True,Basalt,Fractured
SIND-022-PZ,Piezometer,Indore,Indore,Indore,Mundla Nayta,22.665556,75.915833,580.79,,,True,Basalt,Fractured
SIND-023-PZ,Piezometer,Indore,Indore,Indore,Mirzapur,22.637222,75.909444,578.25,,,True,Basalt,Fractured
SIND024-OW,Observation Well,Indore,Indore,Indore,Mundla dostdak,22.63,75.994722,566.015,,,True,Basalt,Weathered
SIND-024-PZ,Piezometer,Indore,Indore,Indore,Tillorkhurd,22.613056,75.957222,578.675,,,True,Basalt,Fractured
SIND025-OW,Observation Well,Indore,Indore,Indore,Kampel,22.6175,76.061944,532.775,,,True,Basalt,Weathered
SIND-025-PZ,Piezometer,Indore,Indore,Indore,Narwal,22.775,75.846667,556.67,,,True,Basalt,Fractured
SIND026-OW,Observation Well,Indore,Indore,Indore,Pipalda,22.596944,76.036667,533.855,,,True,Basalt,Weathered
SIND-026-PZ,Piezometer,Indore,Sanwer,Sanwer,Kumredi,22.780833,75.863333,535.0,,,True,Basalt,Fractured
SIND027-OW,Observation Well,Indore,Indore,Indore,Tinchha,22.578889,75.965,536.225,,,True,Basalt,Weathered
SIND-027-PZ,Piezometer,Indore,Indore,Indore,Nawdapanth,22.686111,75.773056,549.0,,,True,Basalt,Fractured
SIND-028-PZ,Piezometer,Indore,Depalpur,Depalpur,Sagrod,22.766111,75.509444,518.0,,,True,Basalt,Fractured
SIND-029-PZ,Piezometer,Indore,Depalpur,Depalpur,Bahirampur,23.028333,75.523611,497.0,,,True,Basalt,Fractured
SIND030-OW,Observation Well,Indore,Indore,Indore,Gandhi hall,22.716667,75.85,530.92,,,True,Basalt,Weathered
SIND-030-PZ,Piezometer,Indore,Depalpur,Depalpur,Chander,22.793056,75.500833,513.0,,,True,Basalt,Fractured
SIND-031-PZ,Piezometer,Indore,Depalpur,Depalpur,Takipura,22.831667,75.538056,532.0,,,True,Basalt,Fractured
SIND-032-PZ,Piezometer,Indore,Depalpur,Depalpur,Ataheda,22.901944,75.628889,526.0,,,True,Basalt,Fractured
SIND-033-PZ,Piezometer,Indore,Depalpur,Depalpur,Sumtha,22.855556,75.648333,523.0,,,True,Basalt,Fractured
SIND-034-PZ,Piezometer,Indore,Depalpur,Depalpur,Chimankhedi,22.856389,75.59,540.5,,,True,Basalt,Fractured
SIND-035-NEW,Piezometer,Indore,Indore,Indore,Phool Karadiya,22.795278,75.706944,527.0,,,True,Basalt,Fractured
SIND-035-PZ,Piezometer,Indore,Indore,Indore,Phoolkaradiya,22.795278,75.706944,540.5,,,True,Basalt,Fractured
SIND-036-PZ,Piezometer,Indore,Indore,Indore,Pedmi,22.611667,76.108611,532.0,,,True,Basalt,Fractured
SIND-037-PZ,Piezometer,Indore,Indore,Indore,Kheda (shivni),22.678333,76.143889,548.0,,,True,Basalt,Fractured
SIND-038-PZ,Piezometer,Indore,,Indore,Jambudi Hapsi.,22.7425,75.743889,538.0,,,True,Basalt,Fractured
SIND-039-A-PZ,Piezometer,Indore,Sanwer,Sanwer,Ajnod A,22.934722,75.753889,523.0,,,True,Basalt,Fractured
SIND-039-B-PZ,Piezometer,Indore,Sanwer,Sanwer,Ajnod.b,22.934722,75.753889,523.2,,,True,Basalt,Fractured
SIND-040-PZ,Piezometer,Indore,Indore,Indore,Kasturbagram.,22.633333,75.906944,575.11,,,True,Basalt,Fractured
SIND041-OW,Observation Well,Indore,Sanwer,Sanwer,Khajuriya,22.8175,75.711944,529.865,,,True,Basalt,Weathered
SIND050-OW,Observation Well,Indore,Sanwer,Sanwer,Hatuniya,22.919722,75.913056,521.2,,,True,Basalt,Weathered
SIND060-OW,Observation Well,Indore,Depalpur,Depalpur,Dhannod,22.635278,75.720556,547.485,,,True,Basalt,Weathered
SIND064-OW,Observation Well,Indore,Depalpur,Depalpur,Ataheda,22.901944,75.628889,526.84,,,True,Vindhyan,Weathered
SIND067-OW,Observation Well,Indore,Mhow,Mhow,Choral,22.444167,75.952222,339.55,,,True,Basalt,Weathered
SIND-06-PTW,Piezometer,Indore,Mhow,Mhow,Sitapat New,22.535556,75.6375,559.15,,,True,Unknown,Unknown
SIND070-OW,Observation Well,Indore,Mhow,Mhow,Khurdi,22.357222,75.659444,589.57,,,True,Basalt,Weathered
SIND071-OW,Observation Well,Indore,Mhow,Mhow,Mend,22.401667,75.706944,640.84,,,True,Basalt,Weathered
SIND072-OW,Observation Well,Indore,Mhow,Mhow,Badgonda,22.468056,75.739167,616.02,,,True,Basalt,Weathered
SIND074-OW,Observation Well,Indore,Mhow,Mhow,Hasalpur,22.4875,75.628889,567.71,,,True,Basalt,Weathered
SIND075-OW,Observation Well,Indore,Mhow,Mhow,Patalpani,22.500278,75.805833,569.01,,,True,Basalt,Weathered
SIND076-OW,Observation Well,Indore,Mhow,Mhow,Harniyakhedi,22.59,75.781667,563.72,,,True,Basalt,Weathered
SIND101-OW,Observation Well,Indore,Indore,Indore,Nawadapanth,22.686111,75.773056,549.2,,,True,Basalt,Weathered
SIND102-OW,Observation Well,Indore,Indore,Indore,Kalariya,22.684722,75.728333,532.2,,,True,Basalt,Weathered
SIND104-OW,Observation Well,Indore,Indore,Indore,Nenod,22.728889,75.776111,555.0,,,True,Basalt,Weathered
SIND105-OW,Observation Well,Indore,Indore,Indore,Dhamnay,22.661111,76.001389,564.0,,,True,Basalt,Weathered
SIND107-OW,Observation Well,Indore,Indore,Indore,Dudhiya,22.678333,75.9475,569.2,,,True,Basalt,Weathered
SIND108-OW,Observation Well,Indore,Indore,Indore,Palda,22.679444,75.896667,571.6,,,True,Basalt,Weathered
SIND109-OW,Observation Well,Indore,Indore,Indore,Buranakhedi,22.7675,76.013056,530.9,,,True,Vindhyan,Weathered
SIND112-OW,Observation Well,Indore,Indore,Indore,Lasudiya,22.782222,75.915278,544.6,,,True,Basalt,Weathered
SIND114-OW,Observation Well,Indore,Indore,Indore,Vidhayadham Temple,22.753333,75.803889,540.5,,,True,Basalt,Weathered
SIND117-OW,Observation Well,Indore,Indore,Indore,Nehru Nager,22.736667,75.888056,549.0,,,True,Basalt,Weathered
SIND118-OW,Observation Well,Indore,Indore,Indore,Hatoda,22.793611,75.737778,538.6,,,True,Basalt,Weathered
SIND119-OW,Observation Well,Indore,Depalpur,Depalpur,Khalibillod,22.639444,75.623333,556.9,,,True,Basalt,Weathered
SIND121-OW,Observation Well,Indore,Depalpur,Depalpur,Rawat,22.712222,75.585556,544.0,,,True,Basalt,Weathered
SIND123-OW,Observation Well,Indore,Depalpur,Depalpur,Ushapura,22.810833,75.684722,523.0,,,True,Vindhyan,Weathered
SIND124-OW,Observation Well,Indore,Depalpur,Depalpur,Ahirkhedi,22.837222,75.640833,530.1,,,True,Vindhyan,Weathered
SIND125-OW,Observation Well,Indore,Depalpur,Depalpur,Agra,22.818056,75.635833,532.8,,,True,Basalt,Weathered
SIND126-OW,Observation Well,Indore,Depalpur,Depalpur,Talawali,23.013333,75.549722,501.5,,,True,Vindhyan,Weathered
SIND128-OW,Observation Well,Indore,Depalpur,Depalpur,Gokulpur,22.906111,75.521389,531.0,,,True,Basalt,Weathered
SIND129-OW,Observation Well,Indore,Depalpur,Depalpur,Birgonda,22.885,75.530556,532.0,,,True,Basalt,Weathered
SIND130-OW,Observation Well,Indore,Depalpur,Depalpur,Machal,22.671944,75.684167,564.9,,,True,Basalt,Weathered
SIND131-OW,Observation Well,Indore,Depalpur,Depalpur,Rangwasa,22.838333,75.438611,535.2,,,True,Basalt,Weathered
SIND132-OW,Observation Well,Indore,Depalpur,Depalpur,Chikloda,22.766944,75.551111,533.2,,,True,Basalt,Weathered
SIND135-OW,Observation Well,Indore,Depalpur,Depalpur,Banediya,22.877778,75.578056,540.2,,,True,Vindhyan,Weathered
SIND136-OW,Observation Well,Indore,Depalpur,Depalpur,Chander(mirjapur),22.793056,75.500833,513.0,,,True,Basalt,Weathered
SIND138-OW,Observation Well,Indore,Depalpur,Depalpur,Badoli Hoze,22.830556,75.575278,532.5,,,True,Vindhyan,Weathered
SIND139-OW,Observation Well,Indore,Mhow,Mhow,Bhatkhedi,22.598333,75.711944,576.2,,,True,Basalt,Weathered
SIND140-OW,Observation Well,Indore,Mhow,Mhow,Kadmpur,22.5225,75.617778,540.5,,,True,Basalt,Weathered
SIND141-OW,Observation Well,Indore,Mhow,Mhow,Rampuriya,22.429167,75.603333,609.0,,,True,Basalt,Weathered
SIND142-OW,Observation Well,Indore,Mhow,Mhow,Sherpur,22.4475,75.592222,556.0,,,True,Basalt,Weathered
SIND143-OW,Observation Well,Indore,Mhow,Mhow,Khedisihod,22.495,75.730278,547.3,,,True,Basalt,Weathered
SIND144-OW,Observation Well,Indore,Mhow,Mhow,Kuwali,22.485,75.672778,596.5,,,True,Basalt,Weathered
SIND145-OW,Observation Well,Indore,Mhow,Mhow,Jamli,22.5225,75.688056,616.5,,,True,Basalt,Weathered
SIND146-OW,Observation Well,Indore,Mhow,Mhow,Dongergaon,22.546389,75.737778,601.4,,,True,Basalt,Weathered
SIND147-OW,Observation Well,Indore,Mhow,Mhow,Kodriya,22.521667,75.769444,595.6,,,True,Basalt,Weathered
SIND148-OW,Observation Well,Indore,Mhow,Mhow,Neuguradiya,22.540278,75.789167,578.1,,,True,Basalt,Weathered
SIND149-OW,Observation Well,Indore,Mhow,Mhow,Harsola,22.575278,75.827222,585.3,,,True,Basalt,Weathered
SIND150-OW,Observation Well,Indore,Mhow,Mhow,Mhow,22.571944,75.732222,585.1,,,True,Basalt,Weathered
SIND151-OW,Observation Well,Indore,Mhow,Mhow,Jamkhurd,22.365833,75.742222,664.5,,,True,Basalt,Weathered
SIND152-OW,Observation Well,Indore,Mhow,Mhow,Amba Chandan,22.535278,75.846389,595.7,,,True,Basalt,Weathered
SIND153-OW,Observation Well,Indore,Mhow,Mhow,Bai,22.471667,75.9525,417.5,,,True,Basalt,Weathered
SIND154-OW,Observation Well,Indore,Mhow,Mhow,Simrol,22.536667,75.92,584.0,,,True,Basalt,Weathered
SIND155-OW,Observation Well,Indore,Mhow,Mhow,Bardari,22.562778,75.907778,416.96,,,True,Basalt,Weathered
SIND156-OW,Observation Well,Indore,Mhow,Mhow,Ghosikheda,22.556389,75.94,540.8,,,True,Basalt,Weathered
SIND157-OW,Observation Well,Indore,Sanwer,Sanwer,Alwasa,22.826667,75.831667,540.8,,,True,Basalt,Weathered
SIND158-OW,Observation Well,Indore,Sanwer,Sanwer,Kachariya,22.928056,75.718611,534.2,,,True,Basalt,Weathered
SIND160OW,Observation Well,Indore,Sanwer,Sanwer,Sinnod,22.972778,75.751944,522.0,,,True,Basalt,Weathered
SIND162-OW,Observation Well,Indore,Sanwer,Sanwer,Mangaliya,22.815,75.929444,536.4,,,True,Basalt,Weathered
SIND163-OW,Observation Well,Indore,Sanwer,Sanwer,Kudana,22.960833,75.865833,518.8,,,True,Vindhyan,Weathered
SIND165-OW,Observation Well,Indore,Sanwer,Sanwer,Panchola,22.9925,75.7825,511.0,,,True,Basalt,Weathered
SIND166-OW,Observation Well,Indore,Sanwer,Sanwer,Mukata,22.964722,75.793889,511.8,,,True,Vindhyan,Weathered
SIND167-OW,Observation Well,Indore,Sanwer,Sanwer,Barodiya Khan,23.010556,75.831111,509.7,,,True,Vindhyan,Weathered
SIND168-OW,Observation Well,Indore,Sanwer,Sanwer,Kayasthkhedi,22.994444,75.828889,513.9,,,True,Vindhyan,Weathered
SIND171-OW,Observation Well,Indore,Sanwer,Sanwer,Balriya,23.008333,75.733611,531.6,,,True,Basalt,Weathered
SIND172-OW,Observation Well,Indore,Sanwer,Sanwer,Dharampuri,22.85,75.866667,531.7,,,True,Basalt,Weathered
SIND174-OW,Observation Well,Indore,Sanwer,Sanwer,Gurana,22.936667,75.89,519.6,,,True,Vindhyan,Weathered
SIND176-OW,Observation Well,Indore,Sanwer,Sanwer,Malikhedi,22.918056,75.893056,521.8,,,True,Vindhyan,Weathered
SIND177-OW,Observation Well,Indore,Sanwer,Sanwer,Dkachiya,22.858889,75.958611,526.8,,,True,Vindhyan,Weathered
SIND178-OW,Observation Well,Indore,Indore,Indore,Ujjaini,22.648056,75.991111,572.2,,,True,Basalt,Weathered
SIND179-OW,Observation Well,Indore,Indore,Indore,Gandhi Nagar,22.744444,75.793333,552.0,,,True,Basalt,Weathered
SIND180-OW,Observation Well,Indore,Mhow,Mhow,Bhesalay,22.626389,75.750556,561.9,,,True,Basalt,Weathered
SIND181-OW,Observation Well,Indore,Mhow,Mhow,Nanded,23.457778,76.045556,573.5,,,False,Basalt,Weathered
SIND182-OW,Observation Well,Indore,Mhow,Mhow,Awlay,22.541111,75.325556,565.9,,,False,Basalt,Weathered
SIND183-OW,Observation Well,Indore,Mhow,Mhow,Ahilyapura(majra),22.644167,75.658889,608.5,,,True,Basalt,Weathered
SIND184--OW,Observation Well,Indore,Mhow,Mhow,Bicholi,22.6975,75.929444,559.2,,,True,Basalt,Weathered
SIND185-OW,Observation Well,Indore,Mhow,Mhow,Kuti(janapaw),22.426667,75.743889,586.9,,,True,Basalt,Weathered
SIND186-OW,Observation Well,Indore,Mhow,Mhow,Badkuwa,22.466667,75.6725,601.8,,,True,Basalt,Weathered
SIND187-OW,Observation Well,Indore,Mhow,Mhow,Kankriya,22.446944,75.635833,532.9,,,True,Basalt,Weathered
SIND188-OW,Observation Well,Indore,Mhow,Mhow,Kalikiray,22.403333,75.557222,479.4,,,True,Basalt,Weathered
SIND189-OW,Observation Well,Indore,Mhow,Mhow,Khedi,22.495,75.730278,549.0,,,True,Basalt,Weathered
SIND190-OW,Observation Well,Indore,Mhow,Mhow,Kolani,22.425278,75.582222,549.1,,,True,Basalt,Weathered
SIND191_OW,Observation Well,Indore,Indore,Indore,Bada Bangarda,22.758056,75.794167,554.0,,,True,Basalt,Weathered
SIND192-OW,Observation Well,Indore,Sanwer,Sanwer,Baloda Takun,22.888056,75.765556,534.6,,,True,Basalt,Weathered
SIND193OWNEW2016,Observation Well,Indore,,Indore,Radra,22.6275,75.962778,532.0,,,True,Basalt,Weathered
SIND194-OWNEW2016,Observation Well,Indore,Indore,Indore,Dutt Mandir,22.688056,75.836944,566.0,,,True,Basalt,Weathered
SIND195-OWNEW2016,Observation Well,Indore,Indore,Indore,Dhanwantri Nagar,22.675833,75.83,568.0,,,True,Basalt,Weathered
SIND196-OWNEW2016,Observation Well,Indore,Indore,Indore,Rangwasa,22.650278,75.765833,537.0,,,True,Basalt,Weathered
SIND197-OWNEW2016,Observation Well,Indore,Indore,Indore,Hanuman Sadan,22.656111,75.823056,571.0,,,True,Basalt,Weathered
SIND198-OWNEW2016,Observation Well,Indore,Indore,Indore,Sanawdiya,22.656389,75.938889,588.0,,,True,Basalt,Weathered
SIND199-OWNEW2016,Observation Well,Indore,Indore,Indore,Tillor Khurd,22.613056,75.957222,576.0,,,True,Basalt,Weathered
SIND-34-PTW-NEW,Piezometer,Indore,Depalpur,Depalpur,Moorkheda,22.836667,75.606111,538.0,,,True,Basalt,Weathered
SIND-PTW-01NEW,Piezometer,Indore,Depalpur,Depalpur,Agra,22.818056,75.635833,532.2,,,True,Basalt,Fractured
SIND-PTW-07,Piezometer,Indore,Mhow,Mhow,Harsola,22.575278,75.827222,559.15,,,True,Basalt,Weathered
SIND-PTW-18,Piezometer,Indore,Sanwer,Sanwer,Mangliya,22.815,75.929444,540.5,,,True,Basalt,Weathered
SIND-PTW-21-NEW,Piezometer,Indore,Indore,Indore,Dhamnay,22.661111,76.001389,556.76,,,True,Basalt,Fractured
SIND-PTW38-PZ,Piezometer,Indore,Indore,Indore,Jambudi Hapsi,22.7425,75.743889,538.2,,,True,Basalt,Fractured
SJBP001-OW-B,Observation Well,Jabalpur,Jabalpur,Panagar,Chikni Kuwa Garha,23.157778,79.901389,401.445,,,False,Vindhyan,Weathered
SJBP002-OW-AA,Observation Well,Jabalpur,Jabalpur,Panagar,Anand Nagar,23.196111,79.944722,401.445,,,False,Unknown,Unknown
SJBP003-OW,Observation Well,Jabalpur,Jabalpur,Bargi,Nigri,23.0375,79.908611,413.655,,,False,Basalt,Weathered
SJBP004-OW-A,Observation Well,Jabalpur,Jabalpur,Bargi,Bargi,22.996667,79.873611,401.445,,,False,Basalt,Weathered
SJBP005-OW-A,Observation Well,Jabalpur,Jabalpur,Bargi,Sukri Village,22.918611,79.831667,401.445,,,False,Basalt,Weathered
SJBP006-OW-A,Observation Well,Jabalpur,Jabalpur,Bargi,Barela,23.098333,80.049444,401.445,,,False,Basalt,Weathered
SJBP007-OW,Observation Well,Jabalpur,Jabalpur,Bargi,Padwar,23.131944,80.148333,436.275,,,False,Basalt,Weathered
SJBP008-OW,Observation Well,Jabalpur,Jabalpur,Panagar,Khamaria,23.2025,80.041667,374.735,,,False,Vindhyan,Weathered
SJBP009-OWA,Observation Well,Jabalpur,Jabalpur,Panagar,Panagar,23.288889,79.997778,401.445,,,False,Unknown,Unknown
SJBP010-OW,Observation Well,Jabalpur,Kundam,Kundam,Imlai,23.215833,80.253333,534.69,,,False,Vindhyan,Weathered
SJBP011-OW-A,Observation Well,Jabalpur,Kundam,Kundam,Baghraji,23.319167,80.254444,401.445,,,False,Vindhyan,Weathered
SJBP012-OW-A,Observation Well,Jabalpur,Kundam,Kundam,Kundam,23.215833,80.349722,401.445,,,False,Basalt,Weathered
SJBP013-OW,Observation Well,Jabalpur,Kundam,Kundam,Mahgawan,23.215278,80.4025,551.78,,,False,Basalt,Weathered
SJBP014-OW,Observation Well,Jabalpur,Shahpura,Shahpura,Semra,23.075,79.786944,401.645,,,False,Granite,Unknown
SJBP015-OW,Observation Well,Jabalpur,Sihora,Sihora,Gosalpur,23.3975,80.056667,388.91,,,False,Vindhyan,Weathered
SJBP016-OW-B,Observation Well,Jabalpur,Sihora,Majholi,Indrana,23.404722,79.908611,401.445,,,False,Granite,Weathered
SJBP017-OW-A,Observation Well,Jabalpur,Majholi,Majholi,Majholi,23.499167,79.920278,401.445,,,False,Granite,Weathered
SJBP018-OWNEW,Observation Well,Jabalpur,Patan,Patan,Pipariya Chandrabhan,23.231111,79.75,384.0,,,False,Vindhyan,Unknown
SJBP019-OWNEW,Observation Well,Jabalpur,Patan,Patan,Mehgaon,23.219722,79.684167,375.0,,,False,Vindhyan,Unknown
SJBP020-OWNEW,Observation Well,Jabalpur,Patan,Patan,Nunsar,23.243056,79.795833,382.0,,,False,Vindhyan,Unknown
SJBP021-OWNEW,Observation Well,Jabalpur,Patan,Patan,Sakra,23.347222,79.735278,374.0,,,False,Vindhyan,Unknown
SJBP022-OWNEW,Observation Well,Jabalpur,Patan,Patan,Benikheda,23.213889,79.835,384.0,,,False,Vindhyan,Unknown
SJBP023-OW,Observation Well,Jabalpur,Sihora,Sihora,Majhgawan,23.419444,80.223056,406.67,,,False,Vindhyan,Weathered
SJBP024-OWNEW,Observation Well,Jabalpur,Jabalpur,Shahpura,Majeetha,23.1925,79.788333,382.0,,,False,Unknown,Unknown
SJBP025-OWNEW,Observation Well,Jabalpur,Jabalpur,Shahpura,Magarmuhan,23.126944,79.724722,382.0,,,False,Unknown,Unknown
SJBP026-OW-A,Observation Well,Jabalpur,Sihora,Sihora,Sihora,23.486667,80.094167,401.445,,,False,Vindhyan,Weathered
SJBP027-OWNEW,Observation Well,Jabalpur,Jabalpur,Shahpura,Barkheda,23.142778,79.743611,382.0,,,False,Unknown,Unknown
SJBP028-OW-A,Observation Well,Jabalpur,Shahpura,Shahpura,Gundrai,23.1675,79.498333,401.445,,,False,Vindhyan,Weathered
SJBP029-OW-B,Observation Well,Jabalpur,Shahpura,Shahpura,Pipariya,23.215278,79.560278,401.445,,,False,Vindhyan,Weathered
SJBP030-OW-C,Observation Well,Jabalpur,Shahpura,Shahpura,Bhitoni,23.138889,79.675556,401.445,,,False,Vindhyan,Weathered
SJBP031-OW,Observation Well,Jabalpur,Shahpura,Shahpura,Sahajpur,23.161667,79.748333,381.965,,,False,Vindhyan,Weathered
SJBP032-OW,Observation Well,Jabalpur,Shahpura,Shahpura,Chargawan,23.061944,79.644167,398.09,,,False,Vindhyan,Weathered
SJBP033-OW-A,Observation Well,Jabalpur,Patan,Patan,Padariya,23.265278,79.827778,401.445,,,False,Vindhyan,Weathered
SJBP034-OW-A,Observation Well,Jabalpur,Patan,Patan,Patan,23.284444,79.693611,401.445,,,False,Vindhyan,Weathered
SJBP035-OW-A,Observation Well,Jabalpur,Patan,Patan,Boriya,23.340556,79.840833,401.445,,,False,Vindhyan,Weathered
SJBP036-OW-A,Observation Well,Jabalpur,Patan,Patan,Katangi,23.4375,79.796944,401.445,,,False,Vindhyan,Weathered
SJBP037-OW,Observation Well,Jabalpur,Patan,Patan,Tamoria,23.368056,79.736944,362.98,,,False,Vindhyan,Weathered
SJBP038-OWNEW,Observation Well,Jabalpur,Jabalpur,Shahpura,Bhadarwada,23.184444,79.685833,379.0,,,False,Unknown,Unknown
SJBP039-OWNEW,Observation Well,Jabalpur,Jabalpur,Shahpura,Neechi,23.028889,79.742778,464.0,,,False,Unknown,Unknown
SJBP040-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Baroda,23.286111,79.922778,382.0,,,False,Unknown,Unknown
SJBP041-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Kogwan,23.158333,79.866389,391.0,,,False,Unknown,Unknown
SJBP042-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Sagda,23.135278,79.869444,391.0,,,False,Unknown,Unknown
SJBP043-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Ramnagara,23.146944,79.865,394.0,,,False,Unknown,Unknown
SJBP044-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Amahinota,23.164167,79.8075,389.0,,,False,Unknown,Unknown
SJBP045-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Singod,23.330833,79.964167,378.0,,,False,Unknown,Unknown
SJBP046-OWNEW,Observation Well,Jabalpur,Jabalpur,Panagar,Khamariya,23.223333,79.877222,380.0,,,False,Unknown,Unknown
SJBP047-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Chokhada,23.066389,79.989722,399.0,,,False,Basalt,Unknown
SJBP048-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Barbati,22.981389,79.983889,417.0,,,False,Basalt,Weathered
SJBP049-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Harrai,23.036944,79.875,419.0,,,False,Basalt,Weathered
SJBP050-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Dhonda,23.030278,79.861944,425.0,,,False,Basalt,Weathered
SJBP051-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Tinsi,22.965278,79.850556,413.0,,,False,Basalt,Weathered
SJBP052-OWNEW,Observation Well,Jabalpur,Jabalpur,Bargi (jabalpur),Hulki,22.878333,79.8,442.0,,,False,Basalt,Weathered
SJBP053-OW-C,Observation Well,Jabalpur,Jabalpur,Panagar,Amkhera,23.209167,79.931111,401.445,,,False,Basalt,Weathered
